,loss,accuracy,val_loss,val_accuracy,model,epoch
43,0.034434,0.990917,0.115561,0.963542,XGBoost,44
44,0.034311,0.990994,0.115499,0.963542,XGBoost,45
45,0.033521,0.991456,0.115805,0.962823,XGBoost,46
46,0.03258,0.991725,0.115808,0.96408,XGBoost,47
47,916.363525390625,0.7998120188713074,0.5018847584724426,0.7957393527030945,Baseline,0
48,482242432.0,0.7771884799003601,0.49363017082214355,0.7957393527030945,Baseline,1
49,0.4632149040699005,0.8084049224853516,0.48977580666542053,0.7957393527030945,Baseline,2
50,0.44905808568000793,0.8058539032936096,0.43019986152648926,0.7957393527030945,Baseline,3
51,0.3656640350818634,0.8459317684173584,0.33762675523757935,0.8615288138389587,Baseline,4
52,0.32493552565574646,0.8654672503471375,0.3056267201900482,0.8703007698059082,Baseline,5
53,6.842491626739502,0.8276047110557556,0.49394118785858154,0.7957393527030945,Baseline,6
54,2413428.25,0.796119749546051,0.5112362504005432,0.7957393527030945,Baseline,7
55,0.587291419506073,0.8052497506141663,0.448236346244812,0.7957393527030945,Baseline,8
56,0.3936210870742798,0.8312298655509949,0.3504800796508789,0.8489974737167358,Baseline,9
57,0.3419453203678131,0.8529806733131409,0.3213845193386078,0.8583959937095642,Baseline,10
58,0.3103877007961273,0.8679511547088623,0.29861879348754883,0.868107795715332,Baseline,11
59,0.30272170901298523,0.8749328851699829,0.29689621925354004,0.8662280440330505,Baseline,12
60,0.29108938574790955,0.8811761736869812,0.3139854967594147,0.8734335899353027,Baseline,13
61,0.27759552001953125,0.8879565000534058,0.3138551414012909,0.8709273338317871,Baseline,14
62,0.26844313740730286,0.8924543261528015,0.2617894113063812,0.8897243142127991,Baseline,15
63,7091985.0,0.779873788356781,0.5016299486160278,0.7957393527030945,Baseline,16
64,0.47794032096862793,0.8054511547088623,0.4532730281352997,0.7957393527030945,Baseline,17
65,0.4539191424846649,0.8063910007476807,0.4942131042480469,0.7957393527030945,Baseline,18
66,0.47145265340805054,0.8054511547088623,0.46218955516815186,0.7957393527030945,Baseline,19
67,0.42158544063568115,0.8143796920776367,0.39515605568885803,0.8270676732063293,Baseline,20
68,0.3627457320690155,0.8470059037208557,0.3485572040081024,0.8464912176132202,Baseline,21
69,0.33070939779281616,0.8607680201530457,0.3482092320919037,0.8583959937095642,Baseline,22
70,0.31517791748046875,0.8666085004806519,0.315092533826828,0.8621553778648376,Baseline,23
71,0.3092016577720642,0.8704349994659424,0.2993670701980591,0.8668546080589294,Baseline,24
72,0.2916518747806549,0.8790279030799866,0.2978096008300781,0.8693609237670898,Baseline,25
73,0.2813454568386078,0.8847341537475586,0.3028845489025116,0.8693609237670898,Baseline,26
74,0.2742050886154175,0.8862110376358032,0.2735344469547272,0.8831453919410706,Baseline,27
75,70913.484375,0.7643662691116333,0.46473467350006104,0.7957393527030945,Baseline,28
76,0.3993352949619293,0.8351235389709473,0.3745253384113312,0.844924807548523,Baseline,29
77,0.35137009620666504,0.8618420958518982,0.38030126690864563,0.8452380895614624,Baseline,30
78,0.3245933949947357,0.8682196736335754,0.3279193341732025,0.8624686598777771,Baseline,31
79,0.29941022396087646,0.8792964816093445,0.2890454828739166,0.8815789222717285,Baseline,32
80,0.28698021173477173,0.8843985199928284,0.3209303915500641,0.8659147620201111,Baseline,33
81,0.2743821144104004,0.8897019624710083,0.2724141478538513,0.8890977501869202,Baseline,34
82,0.2627513110637665,0.8975563645362854,0.2597348093986511,0.8859649300575256,Baseline,35
83,0.2512378692626953,0.9007787108421326,0.2469387799501419,0.8956766724586487,Baseline,36
84,0.24724969267845154,0.9033969044685364,0.24020083248615265,0.8981829285621643,Baseline,37
85,0.24458085000514984,0.9033297300338745,0.24311618506908417,0.8928571343421936,Baseline,38
86,0.2488093078136444,0.8998388648033142,0.23975534737110138,0.8981829285621643,Baseline,39
87,0.23417475819587708,0.9089016914367676,0.23599113523960114,0.9031955003738403,Baseline,40
88,0.22930476069450378,0.9093716144561768,0.22861383855342865,0.9003759622573853,Baseline,41
89,0.22530385851860046,0.9084989428520203,0.2307072877883911,0.905075192451477,Baseline,42
90,0.22123271226882935,0.9119226932525635,0.2294931858778,0.902255654335022,Baseline,43
91,0.2227027416229248,0.9134666919708252,0.2605530917644501,0.8956766724586487,Baseline,44
92,0.22184108197689056,0.9125939607620239,0.2216900736093521,0.9088345766067505,Baseline,45
93,0.2132689505815506,0.9163534045219421,0.2281906008720398,0.9035087823867798,Baseline,46
94,0.21189254522323608,0.918300211429596,0.22824569046497345,0.9044486284255981,Baseline,47
95,0.2095271497964859,0.918501615524292,0.21435540914535522,0.9097744226455688,Baseline,48
96,0.20334574580192566,0.920918345451355,0.2167053371667862,0.908521294593811,Baseline,49
97,0.45663535594940186,0.7983825206756592,0.551752507686615,0.7801805138587952,LeakyPostRegLSTM,0
98,0.297005295753479,0.8773117661476135,0.7404139041900635,0.7801805138587952,LeakyPostRegLSTM,1
99,0.26320743560791016,0.8927966952323914,0.8270284533500671,0.7801805138587952,LeakyPostRegLSTM,2
100,0.2407277524471283,0.9034543037414551,0.7658177018165588,0.7801805138587952,LeakyPostRegLSTM,3
101,0.2281237095594406,0.9089085459709167,0.5395814776420593,0.7809326648712158,LeakyPostRegLSTM,4
102,0.21161215007305145,0.9161180853843689,0.5530924201011658,0.7873260378837585,LeakyPostRegLSTM,5
103,0.20204465091228485,0.9200050234794617,0.34401968121528625,0.8409176468849182,LeakyPostRegLSTM,6
104,0.18941405415534973,0.9254592061042786,0.2598024010658264,0.8967657089233398,LeakyPostRegLSTM,7
105,0.18278971314430237,0.9285311102867126,0.1953854262828827,0.9202708005905151,LeakyPostRegLSTM,8
106,0.17456211149692535,0.9323553442955017,0.20963625609874725,0.9174501895904541,LeakyPostRegLSTM,9
107,0.16807544231414795,0.9355526566505432,0.2486216276884079,0.911808967590332,LeakyPostRegLSTM,10
108,0.16368523240089417,0.936931848526001,0.19036976993083954,0.9253478646278381,LeakyPostRegLSTM,11
109,0.16684937477111816,0.9338599443435669,0.19995936751365662,0.9213989973068237,LeakyPostRegLSTM,12
110,0.15910860896110535,0.9391887784004211,1.1973137855529785,0.7801805138587952,LeakyPostRegLSTM,13
111,0.1525954157114029,0.9416337609291077,1.1738935708999634,0.7801805138587952,LeakyPostRegLSTM,14
112,0.1466095894575119,0.9422606825828552,1.1941778659820557,0.7801805138587952,LeakyPostRegLSTM,15
113,0.14311493933200836,0.945457935333252,1.065788745880127,0.7801805138587952,LeakyPostRegLSTM,16
114,0.1348579227924347,0.9479656219482422,1.1691722869873047,0.7801805138587952,LeakyPostRegLSTM,17
115,0.13893544673919678,0.947213351726532,1.0947290658950806,0.7801805138587952,LeakyPostRegLSTM,18
116,0.1300828903913498,0.9511629343032837,0.6690570712089539,0.7818728685379028,LeakyPostRegLSTM,19
117,0.12262052297592163,0.9544855952262878,0.6480028033256531,0.791274905204773,LeakyPostRegLSTM,20
118,0.11962157487869263,0.9544855952262878,0.3862014412879944,0.8584054112434387,LeakyPostRegLSTM,21
119,0.12128569930791855,0.9549871683120728,0.25160688161849976,0.912749171257019,LeakyPostRegLSTM,22
120,0.11596469581127167,0.9556140899658203,0.21498973667621613,0.9249718189239502,LeakyPostRegLSTM,23
121,0.10880205035209656,0.9586859941482544,0.19987043738365173,0.9259120225906372,LeakyPostRegLSTM,24
122,0.106868214905262,0.9610682725906372,0.183942973613739,0.9358781576156616,LeakyPostRegLSTM,25
123,0.09499555081129074,0.9641401767730713,0.20854239165782928,0.9289206266403198,LeakyPostRegLSTM,26
124,0.09679669886827469,0.9647670984268188,0.21277567744255066,0.9266641736030579,LeakyPostRegLSTM,27
125,0.09179087728261948,0.966271698474884,0.22843199968338013,0.9266641736030579,LeakyPostRegLSTM,28
126,0.08991672098636627,0.9673374891281128,0.22698193788528442,0.9238435626029968,LeakyPostRegLSTM,29
127,0.07958484441041946,0.9697197675704956,0.24683614075183868,0.9229033589363098,LeakyPostRegLSTM,30
128,0.08091184496879578,0.9686539769172668,0.2282608151435852,0.9247837662696838,LeakyPostRegLSTM,31
129,0.07733257859945297,0.9717885851860046,0.22182315587997437,0.9274163246154785,LeakyPostRegLSTM,32
130,0.07778295874595642,0.970910906791687,0.22528491914272308,0.9323053956031799,LeakyPostRegLSTM,33
131,0.06757200509309769,0.9739828109741211,0.24141736328601837,0.9308010339736938,LeakyPostRegLSTM,34
132,0.06175611913204193,0.9768039584159851,0.2572840452194214,0.9298608303070068,LeakyPostRegLSTM,35
133,0.06299599260091782,0.9756755232810974,0.24464623630046844,0.9213989973068237,LeakyPostRegLSTM,36
134,0.0592309832572937,0.9768666625022888,0.2997223734855652,0.9110568165779114,LeakyPostRegLSTM,37
135,0.06078639626502991,0.9783085584640503,0.2729495167732239,0.9268522262573242,LeakyPostRegLSTM,38
136,0.05224849283695221,0.9810042977333069,0.2541714310646057,0.9257239699363708,LeakyPostRegLSTM,39
137,0.04938430339097977,0.9816312193870544,0.29355648159980774,0.9170740842819214,LeakyPostRegLSTM,40
138,0.047328051179647446,0.9826343059539795,0.26965808868408203,0.9251598119735718,LeakyPostRegLSTM,41
139,0.04276053607463837,0.9837000966072083,0.30557629466056824,0.9292967319488525,LeakyPostRegLSTM,42
140,0.04996825009584427,0.9823208451271057,0.3361937403678894,0.9142534732818604,LeakyPostRegLSTM,43
141,0.04226145148277283,0.9847031831741333,0.3073498606681824,0.9291086792945862,LeakyPostRegLSTM,44
142,0.036650944501161575,0.9873989224433899,0.293753057718277,0.9262880682945251,LeakyPostRegLSTM,45
143,0.047479964792728424,0.9820073843002319,0.2890537977218628,0.9183903932571411,LeakyPostRegLSTM,46
144,0.03875015676021576,0.9857062101364136,0.27491867542266846,0.9330575466156006,LeakyPostRegLSTM,47
145,0.027780495584011078,0.9900946617126465,0.3188917934894562,0.9279804229736328,LeakyPostRegLSTM,48
146,0.030794253572821617,0.9892796874046326,0.32670506834983826,0.9232794046401978,LeakyPostRegLSTM,49
147,0.28721141815185547,0.9034820795059204,0.48622196912765503,0.9009366035461426,PCNNGRU11,0
148,0.1754971146583557,0.9531099200248718,0.22792810201644897,0.9508285522460938,PCNNGRU11,1
149,0.15249300003051758,0.9580457210540771,0.1507047563791275,0.958393394947052,PCNNGRU11,2
150,0.13773804903030396,0.9622102975845337,0.14211247861385345,0.9578530192375183,PCNNGRU11,3
151,0.13063044846057892,0.9628272652626038,0.13008148968219757,0.9616354703903198,PCNNGRU11,4
152,0.12263943254947662,0.9645625352859497,0.1252305656671524,0.9616354703903198,PCNNGRU11,5
153,0.11918115615844727,0.9655650854110718,0.1274990737438202,0.9607348442077637,PCNNGRU11,6
154,0.11421127617359161,0.9670689702033997,0.11928872019052505,0.96235591173172,PCNNGRU11,7
155,0.11084090918302536,0.9675317406654358,0.12019163370132446,0.964337170124054,PCNNGRU11,8
156,0.10847413539886475,0.9680715799331665,0.11584597080945969,0.9648775458335876,PCNNGRU11,9
157,0.10599084943532944,0.9685342907905579,0.1218370646238327,0.958393394947052,PCNNGRU11,10
158,0.10330305248498917,0.9691512584686279,0.11027885973453522,0.9668588042259216,PCNNGRU11,11
159,0.10126904398202896,0.9701153039932251,0.12318180501461029,0.9621757864952087,PCNNGRU11,12
160,0.0978245809674263,0.9713878035545349,0.10885754227638245,0.9655979871749878,PCNNGRU11,13
161,0.0950290784239769,0.9720433354377747,0.10644752532243729,0.9650576114654541,PCNNGRU11,14
162,0.09420549124479294,0.972236156463623,0.1094646081328392,0.9625360369682312,PCNNGRU11,15
163,0.09336847066879272,0.9707322716712952,0.10577448457479477,0.9652377367019653,PCNNGRU11,16
164,0.09151709079742432,0.9723904132843018,0.11869830638170242,0.9592939615249634,PCNNGRU11,17
165,0.09046898037195206,0.9723518490791321,0.10837029665708542,0.9636167287826538,PCNNGRU11,18
166,0.08822295814752579,0.9730073809623718,0.10209403187036514,0.9655979871749878,PCNNGRU11,19
167,0.08676279336214066,0.9736629128456116,0.09989959746599197,0.9686599373817444,PCNNGRU11,20
168,0.08586231619119644,0.9737786054611206,0.11812025308609009,0.9607348442077637,PCNNGRU11,21
169,0.08434946089982986,0.97447270154953,0.11000095307826996,0.9627161622047424,PCNNGRU11,22
170,0.08375219255685806,0.9738942384719849,0.10149563103914261,0.9670389294624329,PCNNGRU11,23
171,0.08239618688821793,0.9749739766120911,0.10233898460865021,0.9673991203308105,PCNNGRU11,24
172,0.08182229846715927,0.9750896692276001,0.10028127580881119,0.9664985537528992,PCNNGRU11,25
173,0.08152589946985245,0.974742591381073,0.12702621519565582,0.9574927687644958,PCNNGRU11,26
174,0.07930692285299301,0.9753209948539734,0.1022687703371048,0.9654178619384766,PCNNGRU11,27
175,0.07891172170639038,0.9765164256095886,0.11238624900579453,0.9641570448875427,PCNNGRU11,28
176,0.07900554686784744,0.9754752516746521,0.10218566656112671,0.9645172953605652,PCNNGRU11,29
177,0.07786905020475388,0.9756680727005005,0.1016160398721695,0.9664985537528992,PCNNGRU11,30
178,0.0760955736041069,0.9765164256095886,0.09489047527313232,0.9679394960403442,PCNNGRU11,31
179,0.07601255178451538,0.9762079119682312,0.0976223573088646,0.9666786789894104,PCNNGRU11,32
180,0.07460720092058182,0.9768248796463013,0.09864833205938339,0.9675792455673218,PCNNGRU11,33
181,0.07394581288099289,0.9772876501083374,0.09694250673055649,0.9684798121452332,PCNNGRU11,34
182,0.07503975927829742,0.9765549898147583,0.10135308653116226,0.9666786789894104,PCNNGRU11,35
183,0.0733633041381836,0.9771333932876587,0.10715670138597488,0.9652377367019653,PCNNGRU11,36
184,0.07163191586732864,0.9767091870307922,0.09794063866138458,0.9672189950942993,PCNNGRU11,37
185,0.07245377451181412,0.9782516360282898,0.0938277319073677,0.9682996869087219,PCNNGRU11,38
186,0.07139017432928085,0.9785601496696472,0.1004086285829544,0.9673991203308105,PCNNGRU11,39
187,0.07145582139492035,0.9775189757347107,0.09227386862039566,0.9688400626182556,PCNNGRU11,40
188,0.07007955759763718,0.9788686037063599,0.10347658395767212,0.9666786789894104,PCNNGRU11,41
189,0.06786131858825684,0.9799483418464661,0.1088910922408104,0.9614553451538086,PCNNGRU11,42
190,0.06728558987379074,0.979331374168396,0.10300949960947037,0.9659582376480103,PCNNGRU11,43
191,0.06808845698833466,0.9788686037063599,0.09514662623405457,0.9670389294624329,PCNNGRU11,44
192,0.06796678155660629,0.9792542457580566,0.10369314253330231,0.9648775458335876,PCNNGRU11,45
193,0.06792796403169632,0.9790614247322083,0.1084904819726944,0.9625360369682312,PCNNGRU11,46
194,0.06553123891353607,0.9799483418464661,0.09815918654203415,0.9661383032798767,PCNNGRU11,47
195,0.06671736389398575,0.979331374168396,0.09628208726644516,0.9681196212768555,PCNNGRU11,48
196,0.06645986437797546,0.9793699383735657,0.09586457163095474,0.9686599373817444,PCNNGRU11,49
197,0.18753798305988312,0.9342232346534729,,0.9521410465240479,PCNNLSTM111,0
198,0.13291139900684357,0.9560588002204895,,0.9582583904266357,PCNNLSTM111,1
199,0.12158451974391937,0.9591836929321289,,0.9605973362922668,PCNNLSTM111,2
200,0.11254172772169113,0.962771475315094,,0.9607772827148438,PCNNLSTM111,3
201,0.10809978097677231,0.964083194732666,,0.9605973362922668,PCNNLSTM111,4
202,0.10564509779214859,0.9654334187507629,,0.9618567824363708,PCNNLSTM111,5
203,0.10179547965526581,0.9662050008773804,,0.9649154543876648,PCNNLSTM111,6
204,0.09902136027812958,0.9671308994293213,,0.9638358950614929,PCNNLSTM111,7
205,0.09723524749279022,0.9678252935409546,,0.9625764489173889,PCNNLSTM111,8
206,0.09385596960783005,0.969214141368866,,0.9656351208686829,PCNNLSTM111,9
207,0.09217830747365952,0.9702943563461304,,0.9670745134353638,PCNNLSTM111,10
208,0.0903656855225563,0.9700629115104675,,0.9643756747245789,PCNNLSTM111,11
209,0.08974139392375946,0.9703329205513,,0.9670745134353638,PCNNLSTM111,12
210,0.08798474818468094,0.970641553401947,,0.9676142334938049,PCNNLSTM111,13
211,0.08679760247468948,0.9707573056221008,,0.9674343466758728,PCNNLSTM111,14
212,0.08774938434362411,0.9712973833084106,,0.9652752876281738,PCNNLSTM111,15
213,0.08569156378507614,0.9716060161590576,,0.9670745134353638,PCNNLSTM111,16
214,0.08303980529308319,0.9729177355766296,,0.9661749005317688,PCNNLSTM111,17
215,0.08323073387145996,0.9728405475616455,,0.9661749005317688,PCNNLSTM111,18
216,0.08231458812952042,0.9731491804122925,,0.9676142334938049,PCNNLSTM111,19
217,0.08250259608030319,0.972994863986969,,0.9665347337722778,PCNNLSTM111,20
218,0.0802944153547287,0.9738050103187561,,0.9686937928199768,PCNNLSTM111,21
219,0.07960592955350876,0.9745765924453735,,0.967974066734314,PCNNLSTM111,22
220,0.08055960386991501,0.972686231136322,,0.967974066734314,PCNNLSTM111,23
221,0.07848131656646729,0.9741908311843872,,0.96671462059021,PCNNLSTM111,24
222,0.07876775413751602,0.9739978909492493,,0.9658150672912598,PCNNLSTM111,25
223,0.07710471004247665,0.9743451476097107,,0.9670745134353638,PCNNLSTM111,26
224,0.07575509697198868,0.9752709865570068,,0.9631162285804749,PCNNLSTM111,27
225,0.07610102742910385,0.9744608402252197,,0.9676142334938049,PCNNLSTM111,28
226,0.07480429857969284,0.9753867387771606,,0.9670745134353638,PCNNLSTM111,29
227,0.07370197027921677,0.9756182432174683,,0.9674343466758728,PCNNLSTM111,30
228,0.07505576312541962,0.9751552939414978,,0.9708528518676758,PCNNLSTM111,31
229,0.07413063198328018,0.9753867387771606,,0.9656351208686829,PCNNLSTM111,32
230,0.07400812208652496,0.9756568074226379,,0.9676142334938049,PCNNLSTM111,33
231,0.07226301729679108,0.9763512015342712,,0.9676142334938049,PCNNLSTM111,34
232,0.07196255028247833,0.9771227836608887,,0.9683339595794678,PCNNLSTM111,35
233,0.07064361125230789,0.9773156642913818,,0.96671462059021,PCNNLSTM111,36
234,0.06994408369064331,0.9772771000862122,,0.967974066734314,PCNNLSTM111,37
235,0.07019221037626266,0.9771227836608887,,0.9676142334938049,PCNNLSTM111,38
236,0.0694342777132988,0.9778943657875061,,0.9643756747245789,PCNNLSTM111,39
237,0.0684683620929718,0.9777786135673523,,0.9672544002532959,PCNNLSTM111,40
238,0.0683104544878006,0.9778943657875061,,0.969233512878418,PCNNLSTM111,41
239,0.06849487870931625,0.9772771000862122,,0.9688736796379089,PCNNLSTM111,42
240,0.06730490922927856,0.9777786135673523,,0.9683339595794678,PCNNLSTM111,43
241,0.06764189898967743,0.9776242971420288,,0.9670745134353638,PCNNLSTM111,44
242,0.06801557540893555,0.9786659479141235,,0.9685138463973999,PCNNLSTM111,45
243,0.06675682961940765,0.9777786135673523,,0.9672544002532959,PCNNLSTM111,46
244,0.06615420430898666,0.9790517091751099,,0.9665347337722778,PCNNLSTM111,47
245,0.06617855280637741,0.9783187508583069,,0.9677941799163818,PCNNLSTM111,48
246,0.06556153297424316,0.9783573150634766,,0.9681540131568909,PCNNLSTM111,49
247,0.2044445127248764,0.9302576780319214,0.3664868474006653,0.9463739395141602,PCNNLSTMT4,0
248,0.14454521238803864,0.9518978595733643,0.16607391834259033,0.955371618270874,PCNNLSTMT4,1
249,0.12823717296123505,0.9574525356292725,0.12692703306674957,0.9596904516220093,PCNNLSTMT4,2
250,0.11880522966384888,0.9605385065078735,0.12619216740131378,0.9629296660423279,PCNNLSTMT4,3
251,0.11344224959611893,0.9620428681373596,0.11783472448587418,0.9638293981552124,PCNNLSTMT4,4
252,0.10926344245672226,0.9636630415916443,0.11472994834184647,0.9620298743247986,PCNNLSTMT4,5
253,0.10564154386520386,0.9652059674263,0.1139889508485794,0.9645492434501648,PCNNLSTMT4,6
254,0.10272194445133209,0.9658617377281189,0.11476240307092667,0.9629296660423279,PCNNLSTMT4,7
255,0.10131508111953735,0.9663246273994446,0.10569800436496735,0.96742844581604,PCNNLSTMT4,8
256,0.09834679216146469,0.9674047231674194,0.11074304580688477,0.9649091362953186,PCNNLSTMT4,9
257,0.09655890613794327,0.9685619473457336,0.10289588570594788,0.9677883982658386,PCNNLSTMT4,10
258,0.09532374143600464,0.9684848189353943,0.10645851492881775,0.9663487672805786,PCNNLSTMT4,11
259,0.09400220960378647,0.969063401222229,0.10204227268695831,0.9694079756736755,PCNNLSTMT4,12
260,0.09117665141820908,0.9706835150718689,0.10453329980373383,0.9665287137031555,PCNNLSTMT4,13
261,0.09150242805480957,0.97002774477005,0.10856717824935913,0.9661688208580017,PCNNLSTMT4,14
262,0.08882907778024673,0.9714164733886719,0.10478049516677856,0.9665287137031555,PCNNLSTMT4,15
263,0.08858305215835571,0.9706063866615295,0.09999200701713562,0.9688680768013,PCNNLSTMT4,16
264,0.08638586848974228,0.9718021750450134,0.09953565150499344,0.9686881303787231,PCNNLSTMT4,17
265,0.08617521822452545,0.9719564914703369,0.09929986298084259,0.9679683446884155,PCNNLSTMT4,18
266,0.08548065274953842,0.9719564914703369,0.10069098323583603,0.96742844581604,PCNNLSTMT4,19
267,0.08403627574443817,0.972496509552002,0.10116524249315262,0.9703077077865601,PCNNLSTMT4,20
268,0.08228687942028046,0.9730751514434814,0.09974613040685654,0.9694079756736755,PCNNLSTMT4,21
269,0.08208287507295609,0.9734609127044678,0.10019274801015854,0.9695879220962524,PCNNLSTMT4,22
270,0.08161050081253052,0.9733837246894836,0.10148094594478607,0.9699478149414062,PCNNLSTMT4,23
271,0.08185368031263351,0.9739238023757935,0.09936664998531342,0.9683282375335693,PCNNLSTMT4,24
272,0.08038269728422165,0.9745023846626282,0.09721366316080093,0.9706676006317139,PCNNLSTMT4,25
273,0.07984989136457443,0.9741552472114563,0.09721119701862335,0.9688680768013,PCNNLSTMT4,26
274,0.07930807024240494,0.9740780591964722,0.10043049603700638,0.969048023223877,PCNNLSTMT4,27
275,0.07753027975559235,0.9754667282104492,0.09678392112255096,0.9703077077865601,PCNNLSTMT4,28
276,0.07649673521518707,0.9757367968559265,0.09674670547246933,0.9681482911109924,PCNNLSTMT4,29
277,0.0767342746257782,0.9750424027442932,0.1029600128531456,0.9672484993934631,PCNNLSTMT4,30
278,0.07586948573589325,0.9756210446357727,0.10328440368175507,0.9683282375335693,PCNNLSTMT4,31
279,0.07566437125205994,0.9758910536766052,0.09676066040992737,0.9688680768013,PCNNLSTMT4,32
280,0.07572479546070099,0.9756981730461121,0.10047172009944916,0.9672484993934631,PCNNLSTMT4,33
281,0.07527127116918564,0.976006805896759,0.0996657982468605,0.9686881303787231,PCNNLSTMT4,34
282,0.07323013991117477,0.9765082597732544,0.09973199665546417,0.9681482911109924,PCNNLSTMT4,35
283,0.07228739559650421,0.9772411584854126,0.1025804802775383,0.9699478149414062,PCNNLSTMT4,36
284,0.07323896884918213,0.9759682416915894,0.0976119413971901,0.9697678685188293,PCNNLSTMT4,37
285,0.07161461561918259,0.9775497317314148,0.10209763795137405,0.9676083922386169,PCNNLSTMT4,38
286,0.07090982049703598,0.9784369468688965,0.0976504385471344,0.9692280292510986,PCNNLSTMT4,39
287,0.07104511559009552,0.9770482778549194,0.09651406854391098,0.9695879220962524,PCNNLSTMT4,40
288,0.0708436369895935,0.9773569107055664,0.1193033903837204,0.9609501361846924,PCNNLSTMT4,41
289,0.07062189280986786,0.9773954749107361,0.09863920509815216,0.9692280292510986,PCNNLSTMT4,42
290,0.07076722383499146,0.9775111675262451,0.09998591244220734,0.969048023223877,PCNNLSTMT4,43
291,0.06823785603046417,0.9778198003768921,0.1143040731549263,0.9632895588874817,PCNNLSTMT4,44
292,0.06862545013427734,0.9782055020332336,0.10349174588918686,0.969048023223877,PCNNLSTMT4,45
293,0.06860191375017166,0.9783212542533875,0.10771917551755905,0.9656289219856262,PCNNLSTMT4,46
294,0.06736195832490921,0.9787841439247131,0.09989338368177414,0.9688680768013,PCNNLSTMT4,47
295,0.0667763501405716,0.9790927171707153,0.0996270701289177,0.9692280292510986,PCNNLSTMT4,48
296,0.066520556807518,0.9787455797195435,0.09919241815805435,0.969048023223877,PCNNLSTMT4,49
297,0.2595726549625397,0.9003433585166931,0.2789621651172638,0.9393666982650757,PLSTM11,0
298,0.1510504186153412,0.9502295851707458,0.13829471170902252,0.9582583904266357,PLSTM11,1
299,0.1312151700258255,0.957868754863739,0.11760761588811874,0.9613170027732849,PLSTM11,2
300,0.12028896063566208,0.9624214172363281,0.11109819263219833,0.9645556211471558,PLSTM11,3
301,0.11162056028842926,0.964427649974823,0.1044517233967781,0.9661749005317688,PLSTM11,4
302,0.106317438185215,0.9662795662879944,0.10189008712768555,0.9683339595794678,PLSTM11,5
303,0.10204876214265823,0.9665496349334717,0.09859666973352432,0.969233512878418,PLSTM11,6
304,0.09670954942703247,0.9688645601272583,0.1016344279050827,0.9699532389640808,PLSTM11,7
305,0.09376596659421921,0.9695204496383667,0.0964525118470192,0.9694134593009949,PLSTM11,8
306,0.09043541550636292,0.9727612733840942,0.09569939970970154,0.9690536260604858,PLSTM11,9
307,0.08829150348901749,0.9725683927536011,0.09230232983827591,0.9713925719261169,PLSTM11,10
308,0.08548866957426071,0.9735715389251709,0.09171849489212036,0.9724721312522888,PLSTM11,11
309,0.08341627568006516,0.974265992641449,0.09837544709444046,0.9694134593009949,PLSTM11,12
