,loss,accuracy,val_loss,val_accuracy,model,epoch
310,0.08144372701644897,0.9750376343727112,0.09051205962896347,0.9728319644927979,PLSTM11,13
311,0.07896347343921661,0.9756549000740051,0.08780643343925476,0.9728319644927979,PLSTM11,14
312,0.07763468474149704,0.9765037298202515,0.09001399576663971,0.9712126851081848,PLSTM11,15
313,0.07587868720293045,0.9765808582305908,0.08861418813467026,0.9722921848297119,PLSTM11,16
314,0.07545679062604904,0.9775068759918213,0.08815031498670578,0.9721122980117798,PLSTM11,17
315,0.07329089939594269,0.9774296879768372,0.08726311475038528,0.9731917977333069,PLSTM11,18
316,0.07135923951864243,0.9785099625587463,0.08980794996023178,0.9722921848297119,PLSTM11,19
317,0.07211151719093323,0.9777769446372986,0.09062241017818451,0.9703130722045898,PLSTM11,20
318,0.06928058713674545,0.9783942103385925,0.0873887836933136,0.9721122980117798,PLSTM11,21
319,0.06804236769676208,0.9797059893608093,0.08758317679166794,0.972652018070221,PLSTM11,22
320,0.06771861016750336,0.9785871505737305,0.09599842876195908,0.970492959022522,PLSTM11,23
321,0.06698793917894363,0.9797831773757935,0.0876135379076004,0.971752405166626,PLSTM11,24
322,0.06654037535190582,0.9798989295959473,0.08764078468084335,0.9715725183486938,PLSTM11,25
323,0.06494715809822083,0.9797446131706238,0.08808578550815582,0.97301185131073,PLSTM11,26
324,0.06364364922046661,0.981519341468811,0.0856613889336586,0.973911464214325,PLSTM11,27
325,0.062255505472421646,0.9804005026817322,0.08917596191167831,0.9728319644927979,PLSTM11,28
326,0.0625932589173317,0.9810177683830261,0.08837131410837173,0.97301185131073,PLSTM11,29
327,0.06145108863711357,0.9809020161628723,0.09506919980049133,0.9715725183486938,PLSTM11,30
328,0.06097610667347908,0.9814422130584717,0.08751121908426285,0.9731917977333069,PLSTM11,31
329,0.06014201045036316,0.9811335206031799,0.08937101811170578,0.9719323515892029,PLSTM11,32
330,0.05994967743754387,0.9814422130584717,0.09131146222352982,0.9712126851081848,PLSTM11,33
331,0.05898583307862282,0.9817508459091187,0.08693992346525192,0.975170910358429,PLSTM11,34
332,0.056716158986091614,0.982715368270874,0.0874686986207962,0.9744512438774109,PLSTM11,35
333,0.055759329348802567,0.9829854369163513,0.08745555579662323,0.9744512438774109,PLSTM11,36
334,0.0565497949719429,0.9827925562858582,0.0900915339589119,0.973911464214325,PLSTM11,37
335,0.05467399209737778,0.9833712577819824,0.09719417244195938,0.9721122980117798,PLSTM11,38
336,0.05397690832614899,0.9834098815917969,0.09022802859544754,0.97301185131073,PLSTM11,39
337,0.054434530436992645,0.9833712577819824,0.08946645259857178,0.97301185131073,PLSTM11,40
338,0.053858671337366104,0.982908308506012,0.08741264045238495,0.9748110771179199,PLSTM11,41
339,0.05237105116248131,0.9843358397483826,0.08843733370304108,0.973911464214325,PLSTM11,42
340,0.05235553905367851,0.9841428995132446,0.08519972860813141,0.9760705232620239,PLSTM11,43
341,0.05233704671263695,0.9842972159385681,0.0872080996632576,0.975530743598938,PLSTM11,44
342,0.05066503956913948,0.984104335308075,0.09077903628349304,0.9744512438774109,PLSTM11,45
343,0.05022038146853447,0.9847216606140137,0.09141962975263596,0.9735516309738159,PLSTM11,46
344,0.04943464696407318,0.9846830368041992,0.09408801794052124,0.972652018070221,PLSTM11,47
345,0.04883972927927971,0.9852231740951538,0.09128187596797943,0.9744512438774109,PLSTM11,48
346,0.04932273179292679,0.9847216606140137,0.08970285952091217,0.9749910235404968,PLSTM11,49
